type,queue,priority,language,tag_1,tag_2
Request,Billing and Payments,medium,de,Security,Documentation
Change,Product Support,high,en,Feature,Feedback
Change,Sales and Pre-Sales,low,en,Marketing,Request
Incident,Product Support,high,en,Bug,Performance
Incident,Customer Service,medium,en,Technical,Bug
Incident,Human Resources,medium,en,HR,Employee
Request,Customer Service,low,en,Customer,Product
Incident,Technical Support,high,en,Bug,Performance
Request,Billing and Payments,high,de,Backup,Security
Problem,Technical Support,high,de,Crash,Outage
Incident,Billing and Payments,high,en,Security,Breach
Request,Customer Service,high,en,Feedback,IT
Incident,Billing and Payments,low,en,Bug,Network
Request,Billing and Payments,low,en,Technical,Security
Incident,Product Support,low,en,Technical,Bug
Request,Product Support,medium,en,Feedback,IT
Request,Product Support,medium,en,Feedback,Sales
Request,IT Support,high,en,Technical,Integration
Incident,Billing and Payments,medium,en,Billing,Payment
Incident,IT Support,high,en,Security,Virus
Request,Customer Service,medium,en,Security,Patient
Incident,Returns and Exchanges,high,en,Breach,Security
Incident,Human Resources,medium,en,Bug,IT
Incident,Technical Support,medium,de,Network,Performance
Problem,Technical Support,low,en,Bug,Network
Problem,Customer Service,low,en,Campaign,Performance
Incident,Product Support,high,en,Bug,Performance
Request,Billing and Payments,medium,de,Billing,Sales
Request,Sales and Pre-Sales,medium,en,Security,Network
Problem,Returns and Exchanges,high,de,Customer,Technical
Request,Technical Support,high,en,Feedback,Feature
Incident,Technical Support,low,de,Bug,Performance
Incident,Product Support,high,en,Bug,Performance
Problem,Sales and Pre-Sales,medium,en,Security,Bug
Change,Billing and Payments,medium,en,Billing,Technical
Problem,Sales and Pre-Sales,high,en,Technical,Bug
Request,Returns and Exchanges,medium,de,Technical,Product
Incident,Technical Support,high,de,Network,Performance
Incident,Billing and Payments,medium,en,Billing,Account
Request,Product Support,high,en,Feedback,Sales
Problem,IT Support,medium,en,Technical,Customer
Incident,Product Support,low,en,Performance,Network
Problem,IT Support,high,en,Bug,Security
Request,Customer Service,high,en,Feedback,Sales
Incident,Product Support,medium,en,Feedback,Performance
Problem,Billing and Payments,medium,de,Billing,Payment
Problem,IT Support,high,de,Technical,Bug
Request,IT Support,medium,de,Technical,Integration
Incident,Human Resources,high,en,Security,Outage
Incident,Technical Support,medium,en,Technical,Bug
Request,Customer Service,high,en,Security,IT
Request,Technical Support,high,de,Product,Customer
Incident,Customer Service,low,en,Technical,Bug
Incident,IT Support,high,de,Bug,Performance
Problem,Billing and Payments,medium,en,Technical,Backup
Incident,Product Support,medium,en,Technical,Integration
Request,Sales and Pre-Sales,medium,en,Feature,Documentation
Problem,Product Support,low,en,Feedback,Performance
Request,Customer Service,high,en,Technical,Product
Request,Customer Service,medium,en,Feature,Documentation
Problem,Sales and Pre-Sales,low,en,Feedback,Performance
Request,Product Support,medium,en,Technical,Product
Request,Customer Service,low,en,Technical,Security
Incident,Billing and Payments,medium,en,Billing,Account
Incident,Technical Support,high,de,Technical,Crash
Incident,IT Support,high,de,Technical,Security
Incident,Technical Support,high,en,Security,Network
Request,Billing and Payments,high,en,Feedback,IT
Incident,Customer Service,low,en,Crash,Technical
Incident,Technical Support,medium,en,Technical,Customer
Request,Customer Service,medium,de,Feature,Product
Change,Customer Service,low,en,Feature,Feedback
Problem,Billing and Payments,low,de,Billing,Payment
Request,Customer Service,low,de,Customer,Marketing
Request,Technical Support,high,de,Documentation,Feature
Request,Returns and Exchanges,medium,en,Technical,Product
Request,Technical Support,high,en,Technical,Product
Problem,Technical Support,high,en,Security,Bug
Incident,Service Outages and Maintenance,medium,de,Bug,Outage
Change,Service Outages and Maintenance,high,en,Security,IT
Request,Technical Support,medium,en,Security,Technical
Problem,Technical Support,high,en,Security,IT
Request,Service Outages and Maintenance,high,en,Technical,Product
Problem,Returns and Exchanges,low,en,Security,Network
Incident,Product Support,medium,en,Feedback,Performance
Change,Billing and Payments,low,en,Billing,Payment
Request,Product Support,low,de,Product,Tool
Problem,Returns and Exchanges,high,en,Bug,Performance
Incident,Technical Support,medium,en,Outage,Network
Incident,Sales and Pre-Sales,medium,en,Feedback,Sales
Request,Technical Support,medium,en,Product,Tool
Problem,Product Support,high,de,Technical,Customer
Incident,IT Support,high,en,Security,Network
Incident,Technical Support,high,en,Technical,Billing
Request,Product Support,high,en,Feedback,IT
Problem,Technical Support,medium,en,Technical,Bug
Problem,Technical Support,high,de,Bug,Security
Change,Technical Support,low,de,Feedback,Feature
Incident,Product Support,medium,en,Technical,Product
Request,Sales and Pre-Sales,high,de,Feature,Documentation
Request,Customer Service,high,en,Customer,Product
Request,Billing and Payments,medium,de,Billing,Payment
Incident,Product Support,high,en,Technical,Hardware
Incident,Technical Support,high,en,Technical,Bug
Incident,Technical Support,high,en,Bug,Performance
Change,Returns and Exchanges,high,en,Performance,Product
Incident,Billing and Payments,low,de,Billing,Account
Request,Human Resources,medium,en,Technical,Integration
Change,Customer Service,medium,en,Technical,Customer
Change,Human Resources,medium,de,Feedback,Product
Incident,Product Support,low,en,Performance,Bug
Incident,Product Support,low,de,Technical,Billing
Request,Billing and Payments,medium,en,Security,Compliance
Request,Sales and Pre-Sales,low,de,Security,IT
Problem,Product Support,medium,de,Security,Alert
Incident,Sales and Pre-Sales,medium,en,Technical,Project
Incident,Technical Support,high,de,Security,Breach
Request,Billing and Payments,low,en,Technical,Product
Incident,General Inquiry,low,de,Login,Network
Incident,Product Support,low,de,Performance,Feedback
Problem,Billing and Payments,high,de,Billing,Payment
Problem,Technical Support,high,en,Security,Outage
Problem,Product Support,medium,de,Bug,Performance
Problem,Product Support,high,en,Campaign,Analysis
Change,Product Support,medium,en,Customer,Strategy
Incident,IT Support,medium,en,Network,Issue
Change,Technical Support,medium,en,Technical,Security
Request,Technical Support,high,de,Feature,Documentation
Incident,Product Support,high,en,Security,Virus
Problem,Customer Service,high,de,"Technical,Customer,Product,Integration,Dashboard,Update",None
Request,Billing and Payments,medium,en,Billing,Payment
Problem,Technical Support,medium,de,Technical,Integration
Incident,Customer Service,low,de,Bug,Network
Problem,Billing and Payments,medium,en,Billing,Refund
Request,Technical Support,high,en,Technical,Security
Incident,IT Support,medium,de,Performance,IT
Request,Product Support,low,en,Feature,Documentation
Request,Technical Support,high,en,Technical,Customer
Change,Service Outages and Maintenance,high,en,Performance,Maintenance
Problem,Product Support,medium,en,Security,Breach
Request,Service Outages and Maintenance,high,en,Security,Documentation
Problem,Technical Support,medium,de,Bug,Performance
Request,Billing and Payments,high,en,Billing,Product
Incident,Technical Support,medium,de,Technical,Outage
Problem,IT Support,high,en,Technical,Outage
Incident,Technical Support,high,en,Security,Breach
Problem,Product Support,high,de,Network,Performance
Incident,Technical Support,high,de,Security,IT
Incident,Technical Support,high,de,Performance,Outage
Incident,Customer Service,low,en,Performance,Network
Problem,Technical Support,high,de,Network,IT
Incident,Product Support,low,de,Technical,Customer
Request,Returns and Exchanges,low,en,Feedback,Sales
Problem,Customer Service,medium,de,Login,Support
Request,Customer Service,low,de,Technical,Network
Incident,Technical Support,high,en,Security,IT
Change,Technical Support,medium,en,Feedback,Sales
Change,IT Support,medium,de,Technical,Integration
Incident,Customer Service,medium,de,Login,IT
Problem,Technical Support,medium,en,Security,Virus
Incident,Customer Service,medium,de,Performance,Feedback
Request,Technical Support,high,en,Security,Feedback
Request,Technical Support,high,en,Technical,Documentation
Incident,Product Support,high,de,Feedback,IT
Incident,Product Support,low,de,Security,IT
Incident,Technical Support,medium,de,Crash,Technical
Change,IT Support,high,en,Feature,Feedback
Incident,Returns and Exchanges,medium,en,Security,Network
Request,Customer Service,high,en,Security,Documentation
Request,Product Support,high,en,Feedback,Sales
Change,Customer Service,medium,en,Feedback,Sales
Incident,Customer Service,low,en,Feedback,Performance
Incident,Product Support,low,en,Security,Virus
Incident,Product Support,medium,de,Customer,Campaign
Request,Product Support,medium,en,Product,Feature
Incident,Product Support,medium,en,Feedback,Performance
Incident,Technical Support,medium,en,Technical,Bug
Problem,Technical Support,high,de,Performance,Bug
Problem,IT Support,medium,de,Technical,Login
Incident,Product Support,medium,de,Security,Bug
Change,Technical Support,medium,de,Feature,Feedback
Incident,IT Support,high,en,Bug,Crash
Change,Service Outages and Maintenance,medium,de,Outage,Disruption
Request,Customer Service,medium,en,Feature,Documentation
Incident,Technical Support,low,en,Login,Bug
Request,Technical Support,medium,en,Customer,Marketing
Request,Product Support,high,en,Feedback,Sales
Problem,Billing and Payments,low,de,Billing,Feedback
Change,Service Outages and Maintenance,high,de,Infrastructure,Outage
Problem,Technical Support,low,en,Security,Incident
Request,Customer Service,low,en,Customer,Strategy
Incident,Technical Support,high,en,Technical,Security
Incident,Technical Support,medium,en,Technical,Customer
Problem,Technical Support,medium,en,Technical,Product
Request,Technical Support,medium,en,Feature,Documentation
Request,Returns and Exchanges,medium,de,Customer,Marketing
Request,Returns and Exchanges,high,de,Returns,Billing
Request,Customer Service,low,de,Documentation,Feature
Incident,Technical Support,medium,en,Crash,Software
Incident,Technical Support,high,de,Technical,Customer
Incident,Technical Support,high,en,Technical,Bug
Incident,Technical Support,low,de,Bug,Crash
Request,Billing and Payments,medium,en,Billing,Product
Incident,Technical Support,high,de,Technical,Bug
Problem,Product Support,medium,en,Technical,Customer
Incident,Returns and Exchanges,high,de,Bug,Performance
Incident,Product Support,high,de,Bug,Crash
Request,Customer Service,high,en,Security,Technical
Incident,Customer Service,medium,en,Network,Performance
Request,Billing and Payments,high,de,Product,Feature
Request,Sales and Pre-Sales,low,de,Security,Backup
Change,Technical Support,high,de,Feature,Feedback
Problem,General Inquiry,medium,en,Security,Bug
Problem,Product Support,medium,en,Security,Network
Request,Customer Service,high,de,Customer,Product
Problem,Sales and Pre-Sales,low,en,Campaign,Performance
Problem,Customer Service,low,de,Technical,Product
Incident,Technical Support,high,en,Breach,Security
Problem,IT Support,medium,de,Network,Performance
Problem,Customer Service,medium,en,Performance,Product
Request,Customer Service,low,de,Technical,Product
Problem,IT Support,medium,en,Performance,Bug
Incident,Technical Support,medium,en,Technical,Incident
Request,Billing and Payments,medium,en,Security,Documentation
Change,Product Support,high,de,Technical,Guidance
Incident,Customer Service,medium,en,Bug,Performance
Request,Human Resources,high,en,Feedback,Feature
Request,Returns and Exchanges,medium,en,Security,Documentation
Incident,Technical Support,high,en,Security,Virus
Incident,Technical Support,high,en,Network,Performance
Change,Product Support,medium,en,Security,IT
Request,Returns and Exchanges,low,de,Product,Sales
Request,Product Support,medium,en,Technical,Guidance
Change,IT Support,high,de,Feedback,Feature
Incident,Technical Support,high,de,Technical,Performance
Incident,IT Support,medium,de,Performance,Network
Request,Billing and Payments,medium,en,Security,IT
Request,Billing and Payments,medium,de,Customer,Technical
Problem,Human Resources,medium,en,Security,Breach
Request,Customer Service,low,en,Customer,Strategy
Incident,Technical Support,high,en,Crash,Performance
Problem,Product Support,low,en,Technical,Outage
Request,Technical Support,high,de,Feedback,Sales
Change,IT Support,medium,de,Product,Upgrade
Incident,Sales and Pre-Sales,medium,en,Feedback,Performance
Incident,Customer Service,high,en,Feedback,Performance
Request,Technical Support,high,en,Technical,Performance
Incident,Technical Support,high,de,Technical,Bug
Problem,Product Support,high,en,Technical,Security
Problem,IT Support,medium,en,Bug,Network
Incident,Technical Support,medium,en,Technical,Bug
Problem,Returns and Exchanges,medium,de,Billing,Performance
